disease_name,associated_disease
中暑痉挛,昏迷
中暑痉挛, 窦性心动过速
中暑痉挛, 呼吸性碱中毒
中暑痉挛, 肺水肿
中暑痉挛, 腹泻
中暑痉挛, 低钾血症
中暑痉挛, 高钾血症
中暑痉挛, 低镁血症
关节痛,肿胀
非甾体类抗炎药物性肾病,高钾血症
小儿两性畸形,隐睾
急性上呼吸道感染,鼻窦炎
急性上呼吸道感染, 中耳炎
急性上呼吸道感染, 急性气管－支气管炎
急性上呼吸道感染, 风湿病
急性上呼吸道感染, 肾小球肾炎
急性上呼吸道感染, 心肌炎
非阵发性窦性心动过速,心肌病
小儿淋巴细胞间质性肺炎,肺纤维化
小儿淋巴样息肉,贫血
非阵发性交接区性心动过速,心律失常
中毒性休克综合征,昏厥
喉乳头状瘤,吞咽困难
小儿磷酸酶过少症,肾脏损伤
非洲锥虫病,癫痫
过劳死,失眠抑郁
小儿流感病毒肺炎,心肌炎
肥大细胞白血病,休克
喉烧灼伤,肺水肿
病毒性肺炎,心肌炎
肥大性脊椎炎,腰部峡部崩裂和脊椎滑脱
疱疹性咽峡炎,脑膜炎
小儿流行性喘憋性肺炎,代谢性酸中毒
肥胖性心肌病,高血压
毒虫螫咬伤,过敏性休克
新生儿肺炎,脓胸
新生儿肺炎, 肺大疱
肺不发育或发育不全,支气管扩张
小儿颅面骨畸形综合征,智力低下
煤气中毒,蛋白尿
喉烫伤,肺水肿
肺不张,肺脓肿
小儿颅内出血,意识障碍
肺动静脉瘤,急性心肌梗死
精原细胞瘤,睾丸癌
肺部粪类圆线虫病,脑脓肿
小儿颅内肿瘤,性早熟
喉外伤,感染性休克
小儿颅脑损伤,脑疝
胆囊息肉,胆囊癌
小儿颅咽管瘤,消化道出血
肺部钩虫病,贫血
小儿卵巢肿瘤,性早熟
脊椎病,恶心和呕吐
脊椎病, 食管狭窄
脊椎病, 心律失常
脊椎病, 高血压
脊椎病, 颈椎病
脊椎病, 乳房疼痛
脊椎病, 瘫痪
脊椎病, 植物神经功能紊乱
肺部良性肿瘤,肺脓肿
放射病,肠梗阻
肺部少见的恶性肿瘤,肺转移瘤
脊髓出血性疾病,尿路感染
小儿轮状病毒性肠炎,脱水
肺淀粉样变性,多重肺部感染
非酒精性脂肪肝病,肝硬化
进食障碍,心律失常
进食障碍, 腹胀
进食障碍, 便秘
进食障碍, 腹痛
进食障碍, 白细胞减少症
进食障碍, 抑郁症
进食障碍, 电解质紊乱
进食障碍, 低钾血症
进食障碍, 低镁血症
进食障碍, 胰腺炎
小儿脉络丛乳头状瘤,共济失调
肺动脉高压,慢性肺源性心脏病
壶腹周围癌,败血症
小儿曼氏迭宫绦虫病和曼氏裂头蚴病,昏迷
肺弓形体病,心包积液
喉血管瘤,充血性心力衰竭
黄曲霉素中毒,昏迷
小儿慢性充血性脾肿大,便血
肺宫崎肺吸虫症,肺脓肿
脊髓梗死,尿路感染
十二指肠损伤,败血症
小儿慢性大疱性疾病,肿胀
肺蛔虫病,肺栓塞
十二指肠淤积症,肠梗阻
肺棘球蚴病,肺脓肿
特发性胃肠道嗜酸性细胞浸润综合征,肠梗阻
小儿慢性肺炎,贫血
酒精性肝炎,肝性脑病
肺荚膜组织胞浆菌病,呼吸衰竭
小儿慢性骨髓炎,肌肉萎缩
萎缩性胃炎,胃癌
泪腺囊样腺癌,眼球突出
肺假性淋巴瘤,便血
小儿慢性粒细胞白血病,急性呼吸窘迫综合征
肺良性淋巴细胞血管炎和肉芽肿病,心肌梗死
挤压综合征,肾功能衰竭
小儿慢性良性中性粒细胞减少症,肺炎
酒精性肝硬化,原发性腹膜炎
酒精性肝硬化, 上消化道出血
酒精性肝硬化, 肝性脑病
酒精性肝硬化, 肝肾综合征
肺螨病,肺结核
尿毒症,高钾血症
尿毒症, 心律失常
尿毒症, 心力衰竭
尿毒症, 肺水肿
尿毒症, 肾功能衰竭
肺毛霉病,心肌梗死
喉肿瘤,败血症
肺囊性纤维化,咯血
小儿慢性淋巴细胞性甲状腺炎,全身黏液性水肿
肾结石,慢性肾盂肾炎
脊髓缺血性疾病,尿路感染
小儿慢性肉芽肿病,肺脓肿
肺诺卡菌病,败血症
肾移植,免疫抑制药和抗癌药中毒性肾病
泪腺肿瘤,非炎性单纯性突眼
肺泡通气低下综合征,肺动脉高压
小儿慢性胃炎,小儿营养不良性消瘦
酒精中毒性精神障碍,便秘
肺泡微结石症,呼吸衰竭
小儿慢性胰腺炎,胰腺癌
巨脑回畸形,颅脑先天畸形
肺球孢子菌病,咯血
小儿慢性硬膜下血肿,癫痫
脊髓损伤,上消化道出血
脊髓损伤, 褥疮
脊髓损伤, 呼吸道感染
脊髓损伤, 植物神经功能紊乱
脊髓损伤, 便秘
脊髓损伤, 应激性溃疡
脊髓损伤, 下肢静脉血栓形成
小儿慢性支气管炎,支气管扩张
肺嗜酸细胞组织细胞增生症,气胸
脊髓小脑性共济失调,心力衰竭
先天性肾上腺皮质增生症,女性假两性畸形
小儿猫叫综合征,白内障
肺嗜酸性粒细胞浸润症,心力衰竭
癫痫,急性肾功能衰竭
巨乳症,湿疹
小儿毛细支气管炎,脱水
小儿毛细支气管炎, 代谢性酸中毒
多发梗塞性痴呆,肾功能衰竭
淋巴结核,肺结核
小儿梅克尔憩室,肠梗阻
红斑性肢痛症,高血压
红斑性肢痛症, 糖尿病
红斑性肢痛症, 多发性硬化
红斑性肢痛症, 传染性单核细胞增多
红斑性肢痛症, 系统性红斑狼疮
肺鼠疫,呼吸衰竭
小儿霉甘蔗中毒,呼吸衰竭
进行性延髓麻痹,肺炎
肺炭疽,呼吸衰竭
小儿面部红斑侏儒综合征,恶性肿瘤
呼吸道感染,肺炎
肺血管炎,角膜炎
脊柱骨折,褥疮
肺血吸虫病,心力衰竭
三叉神经痛,高血压
小儿面部偏侧肥大综合征,坐骨神经痛
双行睫,倒睫
多毛症,内分泌失调
多毛症, 库欣综合征
多毛症, 多囊卵巢综合征
肺芽生菌病,脓胸
小儿面肩肱型肌营养不良,视网膜病变
戈谢病,骨折
巨人症,肾上腺皮质功能减退症
小儿莫拉雷脑膜炎,昏迷
脊柱结核,脓胸
脊柱结核, 截瘫
脊柱结核, 植物神经功能紊乱
脊柱结核, 躯体感觉障碍
脊柱结核, 运动障碍疾病
肺炎链球菌败血症,腹膜炎
踝部扭伤,骨折
小儿内脏幼虫移行症,肺纤维化
肺炎链球菌性肺炎,败血症
抗生素诱发的肠炎,真菌性肠炎
淋巴瘤,细菌感染
肺炎衣原体感染,心内膜炎
慢性肾上腺皮质功能减退症,昏迷
小儿囊性纤维性变,咯血
口腔颌面部间隙感染,败血症
肺组织细胞增生症,气胸
小儿脑白质海绵状变性综合征,电解质紊乱
脊柱转移癌,眩晕
糖原累积病,高脂血症
费尔蒂综合征,贫血
性早熟,肢端肥大症
小儿脑挫裂伤,癫痫
寄生虫病,腹膜炎
胰岛功能性β细胞瘤,黄疸
口腔颌面部毛细管型淋巴管瘤,囊状淋巴管瘤
小儿脑干胶质瘤,智力低下
黄斑变性,视网膜病变
奋森咽峡炎,急性扁桃体炎
急性骨髓性白血病,播散性血管内凝血
小儿脑积水,腹痛
匐行性脉络膜炎,视网膜炎
继发性高血压,脑血管病
继发性高血压, 心力衰竭
继发性高血压, 高血压性心脏病
继发性高血压, 肾功能衰竭
继发性高血压, 高血压危象
继发性高血压, 高血压病视网膜病变
气性坏疽病,昏迷
小儿脑膜瘤,脑干损伤
匐行疹,带状疱疹
辐射性白内障,放射病
纤维肌痛综合症,睡眠障碍
黄斑病,黄斑囊样水肿
小儿脑膜炎球菌性肾上腺综合征,弥漫性血管内凝血
妇产科静脉血栓病,猝死
弓形体脑病,腹膜炎
口腔颌面部囊肿,口腔颌面部皮样、表皮样囊肿
妇女多毛症,月经不调
小儿脑脓肿,脑疝
妇女雄激素源性秃发,高血压
胶质细胞瘤,失语症
念珠菌阴道炎,外阴瘙痒
附睾畸形,鞘膜积液
黄斑裂孔,黄斑裂孔性视网膜脱离
黄斑裂孔, 眼外肌病及弱视
黄斑裂孔, 视网膜脱落
黄斑裂孔, 视神经疾病
黄斑裂孔, 视网膜裂孔
眶脑膜瘤,暴露性角膜炎
复发性多发性软骨炎伴发的葡萄膜炎,视盘水肿
口腔颌面部损伤,牙外伤
口腔颌面部损伤, 口腔颌面部软组织损伤
口腔颌面部损伤, 口腔颌面部囊肿
口腔颌面部损伤, 口腔颌面部间隙感染
小儿脑水肿与颅内高压综合征,呼吸衰竭
复发性多软骨炎,贫血
少突胶质细胞瘤,恶心和呕吐
小儿脑血管畸形,心力衰竭
脑瘤,癫痫
复发性多软骨炎性巩膜炎,视盘水肿
甲周炎,甲真菌病
小儿脑震荡,失眠
复发性风湿病,水肿
口腔颌面部血管瘤,抑郁症
小儿尼曼-皮克病,共济失调
复发性腹股沟疝,肠梗阻
三高症,糖尿病
小儿黏多糖贮积病Ⅳ型,截瘫
脑栓塞,心律失常
复发性腹膜后肿瘤,腹膜炎
小脑扁桃体下疝,脑积水
甲状旁腺功能亢进,骨质疏松
甲状旁腺功能亢进, 骨折
甲状旁腺功能亢进, 瘫痪
甲状旁腺功能亢进, 尿毒症
甲状旁腺功能亢进, 腹胀
甲状旁腺功能亢进, 便秘
甲状旁腺功能亢进, 腹痛
甲状旁腺功能亢进, 高钙血症
小儿黏多糖贮积症,耳聋
复发性坏死性黏膜周围炎,经行发热
小儿尿崩症,肾功能不全
复发性溃疡,腹泻
口腔颌面部肿瘤,口腔癌
输精管堵塞,弱精
复发性卵巢恶性肿瘤,肠梗阻
小儿尿道下裂,腹股沟斜疝
小儿尿道下裂, 肾盂输尿管连接部梗阻
环形胰腺,急性胰腺炎
复发性皮肤坏死性嗜酸粒细胞血管炎,红斑
口腔炎,鹅口疮
复发性外阴阴道念珠菌病,淋病
复发性无菌性脑膜炎,恶心和呕吐
间质性肺炎,呼吸衰竭
睾丸下降不全,睾丸肿瘤
复发性线性棘层松解性皮肤病,脓毒症
口咽良性肿瘤,喉癌
小儿尿路梗阻,高血压
副鼻窦炎,慢性鼻炎
髋关节骨关节炎,骨坏死
肛膜闭锁,肠梗阻
小儿尿石症,肾积水
副流行性感冒,肺炎
僵汜,滑膜炎
先天性肛门直肠狭窄,脱水
小儿脓胸,腹膜炎
内眦赘皮,倒睫
小儿女性性早熟,卵巢囊肿
肱骨外髁颈骨折,肩周炎
泪道阻塞,结膜炎
交感神经型颈椎病,恶心和呕吐
小儿疱疹性角膜结膜炎,颈淋巴结结核
副伤寒,心包炎
乳头乳晕角化过度症,乳房肿块
小儿烹调综合征,窦性心动过速
骨质增生,肿胀
副神经节起源的肿瘤,头痛
先天性肠狭窄,恶心和呕吐
桡骨干下1/3骨折合并下尺桡关节脱位,尺神经损伤
桡骨干下1/3骨折合并下尺桡关节脱位, 正中神经损伤
副神经损伤,肿瘤
小儿皮肤黏膜淋巴结综合征,冠心病
副神经损伤与卡压,肌肉萎缩
桡神经损伤,半月板损伤
小儿脾大,溶血性贫血
副银屑病,银屑病
十字韧带损伤,膝关节骨性关节炎
角化病,皮肤白斑
小儿脾外伤,休克
手部肌腱损伤,水肿
副肿瘤性边缘系统脑炎,遗忘综合征
小儿片吸虫病,贫血
颅内静脉窦血栓形成,海绵窦血栓
腕舟状骨骨折,骨坏死
小儿偏头痛,眼球震颤
曲霉菌病,大咯血
副肿瘤性脊髓病,痴呆
膝关节侧副韧带损伤,膝关节半月板损伤
小儿嘌呤核苷酸磷酸化酶缺乏,共济失调
小儿嘌呤核苷酸磷酸化酶缺乏, 特发性血小板减少性紫癜
小儿嘌呤核苷酸磷酸化酶缺乏, 自身免疫性溶血性贫血
先天性耳前瘘管,脓肿
眼球穿孔伤,虹膜睫状体炎
眼球穿孔伤, 眶蜂窝织炎
眼球穿孔伤, 眼眶蜂窝织炎
眼球穿孔伤, 化脓性脑膜炎
眼球穿孔伤, 眼内异物
眼球穿孔伤, 交感性眼炎
小儿屏气发作,小儿喉痉挛
副肿瘤性小脑变性,痴呆
双主动脉弓,心律失常
小儿葡萄糖-6-磷酸脱氢酶缺乏症,贫血
断肢再植,感染性休克
副肿瘤性斜视性眼肌阵挛-肌阵挛,神经母细胞瘤
角膜溃疡,化脓性眼内炎
腹壁切口疝,腹痛
腹壁挫伤,心律失常
外阴肿瘤,外阴象皮肿
腹膜后脓肿,腹膜炎
腹壁坏死性筋膜炎,急性胰腺炎
先天性冠状动脉瘤,心肌梗死
小儿葡萄状肉瘤,尿潴留
腹腔脓肿,感染性休克
腹壁间疝,肠梗阻
小儿普通易变型免疫缺陷,溶血性贫血
小儿普通易变型免疫缺陷, 血小板减少性紫癜
小儿普通易变型免疫缺陷, 中性粒细胞减少症
睡眠-觉醒节律障碍,抑郁症
股疝,脓肿
腹壁血栓性静脉炎,静脉炎
角膜老年环,角膜溃疡
小儿期前收缩,心绞痛
慢性阑尾炎,脓肿
腹壁硬纤维瘤,肠梗阻
小儿槭糖尿病,共济失调
肛门周围癌,血尿
先天性喉软骨畸形,新生儿窒息
腹部肿块,腹痛
小儿其他沙门菌感染,小肠炎
黑色素瘤,皮肤癌
落叶型天疱疮,肺炎
腹股沟滑动疝,腹股沟疝
小儿气管、支气管异物,肺脓肿
口腔癌,营养不良
接触性睑皮炎,结膜充血
腹股沟滑动性疝,腹痛
小儿气胸,张力性气胸
腹腔干动脉瘤,休克
腮腺混合瘤,面神经损伤
粟丘疹,痤疮
小儿迁延性肾小球肾炎,慢性肾炎
腹腔室隔综合征,急性肾功能不全
腹腔室隔综合征, 肾功能不全
腹腔室隔综合征, 急性心功能不全
神经纤维瘤,皮肤纤维瘤
先天性睑裂狭小综合征,面神经炎
小儿迁延与慢性腹泻,休克
腹水,多发性神经炎
星形细胞瘤,脑水肿
小儿铅中毒,黄疸
脓胸,咳嗽
腹直肌鞘内血肿,肠梗阻
咽部乳头状瘤,吞咽困难
小儿情感交叉擦腿综合征,焦虑症
腹直肌自发性破裂,腹胀
先天性小耳畸形,髋关节脱位
眼内转移性肿瘤,角膜葡萄肿
小儿丘疹性肢皮炎综合征,肝炎
胎盘部位滋养细胞肿瘤,蜘蛛痣
腹主动脉动脉瘤破裂,失血性休克
滴虫性外阴炎,尿道炎
小儿球形细胞脑白质营养不良,共济失调
腹主动脉瘤,肠瘘
卵巢早衰,闭经
小儿龋病,急性根尖周炎
脉络膜缺损,黄斑囊样水肿
腹主动脉腔静脉瘘,便血
结核病,十二指肠结核
小儿全远端型肾小管酸中毒,猝死
细菌性阴道炎,宫颈炎
腹主动脉缩窄,心力衰竭
先天性眼睑缺损,眼睑闭合不全
先天性眼睑缺损, 过敏性眼睑皮肤炎
小儿醛固酮过多症,小儿周期性低血钾性麻痹
羊水过少,高血压
羊水过少, 胎儿生长受限
羊水过少, 胎儿窘迫
羊水过少, 新生儿窒息
葡萄糖磷酸异构酶缺乏症,贫血
糖尿病坏疽,糖尿病足
急性播散性脑脊髓炎,褥疮
甘露糖苷贮积症,发育迟缓
结直肠癌,便秘
小儿热性惊厥,斜视
全葡萄膜炎,视网膜下新生血管膜
全葡萄膜炎, 视神经萎缩
全葡萄膜炎, 新生血管性青光眼
巨大儿,子宫破裂
小儿人类疱疹病毒6，7，8型感染性疾病,间质性肺炎
尿布疹,褥疮
杆菌性上皮样血管瘤病,肝炎
小儿人类细小病毒B19感染,贫血
先兆流产,休克
手足口病,心肌炎
肝大,肝硬化
完全性大动脉转位,心室间隔缺损
小儿溶血尿毒综合征,急性肾功能衰竭
小儿溶血尿毒综合征, 小儿低氯性氮质血症综合征
小儿溶血尿毒综合征, 代谢性酸中毒
小儿溶血尿毒综合征, 充血性心力衰竭
肝淀粉样变性,肝硬化腹水
特异性心肌病,肝硬化
肝动脉闭塞,麻痹性肠梗阻
小儿溶血性贫血,休克
小儿高热,昏迷
小儿乳糜泻,关节炎
小儿急性阑尾炎,粪瘘
肝动脉瘤,失血性休克
小儿软骨发育不全,营养不良
肝肺综合征,腹水
小儿软骨外胚层发育不全综合征,先天性心脏病
小儿惊厥,共济失调
肝母细胞瘤,脐疝
腺癌,肺癌
支原体感染,盆腔炎
肝素诱导性血小板减少症,白血病
小儿软骨营养障碍-血管瘤综合征,血管肉瘤
红眼病,结膜炎
肝性卟啉病,腹胀
小儿软组织肉瘤,视网膜母细胞瘤
肝血管肉瘤,肝硬化
肝血管肉瘤, 充血性心力衰竭
肝血管肉瘤, 弥散性血管内凝血
肝血管肉瘤, 溶血性贫血
小儿散发性甲状腺肿,吞咽困难
急性泪腺炎,干燥性角结膜炎
肝炎病毒相关风湿病,腹水
肝炎病毒相关风湿病, 慢性肾炎
肝炎病毒相关风湿病, 结节性多动脉炎
肝炎病毒相关风湿病, 慢性肾功能衰竭
肝炎病毒相关风湿病, 心肌炎
肝炎病毒相关风湿病, 再生障碍性贫血
小儿色素沉着息肉综合征,肠梗阻
强直性肌营养不良症,褥疮
色盲,先天性眼球震颤
桡骨头半脱位,桡骨小头骨折
小儿色素荨麻疹,腹泻
鼻中隔脓肿,脑脓肿
肝脏类癌,腹胀
小儿色素失调症,腭裂
耵聍栓塞,耳聋
肝脏外伤,贫血
肝脏外伤, 败血症
肝脏外伤, 休克
肝脏外伤, 胆汁性腹膜炎
肝脏外伤, 胆道出血
肝脏外伤, 急性肾功能衰竭
肝脏外伤, 应激性溃疡
腺样体炎,中耳炎
腺样体炎, 鼻窦炎
腺样体炎, 支气管炎
腺样体炎, 急性肾炎
腺样体炎, 风湿性关节炎
腺样体炎, 风湿热
小儿神经白塞综合征,截瘫
小儿神经管畸形,唇裂
头虱,细菌感染
小儿神经母细胞瘤,运动障碍疾病
耳聋,心理障碍
肝脏血管瘤,肝癌
小儿神经皮肤综合征,运动障碍疾病
喉气管瘢痕性狭窄,先天性声门下狭窄
筋膜炎,滑膜炎
小儿神经纤维瘤病,骨折
甲状舌骨囊肿与瘘,吞咽困难
肝脏炎性假瘤,门静脉高压症
颧骨颧弓骨折,眼球内陷
小儿神经性贪食,闭经
慢性鼻炎,鼻息肉
慢性鼻炎, 中耳炎
慢性鼻炎, 肿胀
慢性鼻炎, 水肿
慢性鼻炎, 咽鼓管阻塞
慢性鼻炎, 耳聋
慢性鼻炎, 分泌性中耳炎
慢性鼻炎, 鼻窦炎
肝肿瘤,贫血
小儿神经性厌食,电解质紊乱
慢性干燥性鼻炎,蜂窝织炎
外耳道胆脂瘤,中耳炎
声带息肉,慢性喉炎
感染性疾病所致贫血,心脏病
腕尺管综合征,黄色瘤
突发性耳聋,耳聋
小儿神经源性膀胱,尿毒症
感应性妄想性障碍,心脏病
脑动脉盗血综合征,共济失调
小儿肾病综合征,营养不良
小肠破裂,休克
小儿肾淀粉样变性,高血压
小儿肾淀粉样变性, 肾性糖尿
小儿肾淀粉样变性, 代谢性酸中毒
小儿肾淀粉样变性, 低钾血症
小儿肾淀粉样变性, 尿毒症
肛管内括约肌痉挛性收缩,代谢性碱中毒
外耳道耵聍腺肿瘤,面瘫
小儿肾结核,高血压
肛管损伤,肛门失禁
神经皮肤综合征,癫痫
小儿肾静脉血栓形成,肾功能衰竭
先天性耳聋,耳聋
肛管直肠恶性黑色素瘤,肠梗阻
缺血性脑卒中,吸入性肺炎
缺血性脑卒中, 褥疮
缺血性脑卒中, 尿路感染
缺血性脑卒中, 下肢深静脉血栓形成
缺血性脑卒中, 肺栓塞
小儿肾上腺皮质功能不全,低血糖
先天性喉裂,腭裂
肛管直肠周围脓肿,肛瘘
前列腺钙化,尿毒症
小儿肾上腺皮质与髓质增生并存综合征,头痛
咽部结核,营养不良
高催乳素血症,骨质疏松
小儿肾小管-间质肾炎,急性肾功能衰竭
网瘾,记忆障碍
咽旁间隙感染,喉水肿
高碘性甲状腺肿,慢性淋巴细胞性甲状腺炎
高碘性甲状腺肿, 单纯性甲状腺肿
外耳道外生骨疣,骨软骨瘤
高动力性循环,充血性心力衰竭
脑脊液鼻漏,低颅压综合征
小儿肾性尿崩症,慢性肾功能衰竭
高度房室传导阻滞,猝死
咽异感症,慢性咽炎
神经性耳聋,老年痴呆
小儿肾性贫血,心力衰竭
高钙血症,肾结石
地图舌,舌下间隙感染
小儿肾性糖尿,脱水
小儿肾血管性高血压,高血压脑病
小儿肾血管性高血压, 充血性心力衰竭
小儿肾血管性高血压, 急性肾功能衰竭
小儿渗出性多形性红斑,中毒性休克综合征
小儿渗出性多形性红斑, 心肌炎
小儿渗出性多形性红斑, 肺炎
小儿渗出性多形性红斑, 肺不张
小儿渗出性多形性红斑, 胸腔积液
颌下间隙感染,涎腺混合瘤
高钙血症肾病,肾性尿崩症
高钙血症肾病, 肾性糖尿
高钙血症肾病, 肾盂肾炎
高钙血症肾病, 尿毒症
高钙血症肾病, 角膜病
高钙血症肾病, 吞咽困难
高钙血症肾病, 共济失调
微量元素障碍,抑郁症
小儿生长激素缺乏症,颅咽管瘤
舌下腺囊肿,舌下神经损伤
热痉挛,低镁血症
小儿生殖细胞瘤,贫血
高镁血症,心源性休克
包茎过长,包皮龟头炎
血管网状细胞瘤,脑水肿
高钠血症,休克
小儿石膏综合征,低钾血症
包皮过长,性功能障碍
外耳道肿瘤,中耳炎
高渗性非酮症高血糖昏迷,肺水肿
小儿食管异物,食管穿孔
不射精症,抑郁症
疱疹性角膜炎,角膜溃疡
高渗性非酮症糖尿病昏迷,血栓形成
小儿食物变态反应,心律失常
睾丸炎,前列腺炎
神经性耳鸣,失眠
高血压病视网膜病变,视网膜动脉阻塞
高血压病视网膜病变, 视网膜静脉阻塞
高血压病视网膜病变, 血管瘤
高血压病视网膜病变, 水肿
高血压病视网膜病变, 缺血性坏死
小儿食物中毒,昏迷
精囊炎,前列腺炎
小儿骨折,脂肪栓塞综合征
小儿史-约综合征,血尿
高原肺水肿,心力衰竭
男性生殖器畸形,输精管堵塞
男性生殖器畸形, 附睾炎
男性生殖器畸形, 急性附睾炎
男性生殖器畸形, 慢性附睾炎
男性生殖器畸形, 附睾畸形
小儿溃疡性口炎,脱水
男性生殖器外伤,性功能障碍
高原红细胞增多症,心脏病
维生素A摄入过多,阿斯伯格综合症
维生素A摄入过多, 百日咳
维生素A摄入过多, 肠梨形鞭毛虫病
维生素A摄入过多, 喘息样支气管炎
维生素A摄入过多, 川崎病
维生素A摄入过多, 出血性休克和脑病综合征
维生素A摄入过多, 大量羊水吸入
维生素A摄入过多, 第五日综合征
维生素A摄入过多, 多种抽动综合征
维生素A摄入过多, 地中海贫血
维生素A摄入过多, 动脉导管未闭
维生素A摄入过多, 鹅口疮
维生素A摄入过多, 小儿多动症
维生素A摄入过多, 儿童抽动障碍
维生素A摄入过多, 儿童胰腺功能不全并中性粒细胞减少症综合征
维生素A摄入过多, 儿童学习能力障碍
维生素A摄入过多, 儿童口吃
维生素A摄入过多, 儿童睡眠障碍
维生素A摄入过多, 儿童遗粪症
维生素A摄入过多, 儿童遗尿症
维生素A摄入过多, 儿童腹痛
维生素A摄入过多, 儿童孤独症
维生素A摄入过多, 儿童急性良性肌炎
维生素A摄入过多, 儿童期情绪障碍
维生素A摄入过多, 儿童精神分裂症
维生素A摄入过多, 肛门闭锁
维生素A摄入过多, 肛膜闭锁
维生素A摄入过多, 过期产儿
少精子症,男性不育症
高原脑水肿,高原肺水肿
小儿视神经胶质瘤,性早熟
血脂异常,冠心病
死精症,男性不育症
小儿视网膜母细胞瘤,前房积血
高脂蛋白血症,急性胰腺炎
神经炎,瘫痪
无精症,男性不育症
小儿视网膜色素变性-肥胖-多指综合征,耳聋
高脂蛋白血症Ⅰ型,心肌梗死
输卵管狭窄,宫外孕
阴囊湿疹,外阴瘙痒
小儿室间隔缺损,心力衰竭
高脂蛋白血症Ⅱ型,高尿酸血症
胃十二指肠溃疡瘢痕性幽门梗阻,胃溃疡
肝吸虫病,胰腺炎
小儿室间隔完整型肺动脉闭锁,充血性心力衰竭
高脂蛋白血症Ⅲ型,胰腺炎
脑血管病,脑疝
脑血管病, 老年人脑心综合征
脑血管病, 肾功能衰竭
脑血管病, 电解质紊乱
脑血管病, 褥疮
巨细胞病毒感染,肺炎
小儿室性心动过速,心源性休克
小儿麻疹,小儿支气管炎
高脂蛋白血症Ⅳ型,糖尿病
小儿嗜铬细胞瘤,血尿
森林脑炎,瘫痪
热衰竭,昏厥
高脂蛋白血症Ⅴ型,高尿酸血症
瘢痕疙瘩,瘢痕癌
高脂血症,颈动脉狭窄
剥脱性角质松解症,多汗症
小儿风疹,血尿
虫咬皮炎,急性淋巴管炎
高致病性禽流感病毒感染,肺炎
高致病性禽流感病毒感染, 急性呼吸窘迫综合征
高致病性禽流感病毒感染, 胸腔积液
高致病性禽流感病毒感染, 败血症
高致病性禽流感病毒感染, 休克
小儿嗜血流感杆菌肺炎,关节炎
小儿嗜血流感杆菌肺炎, 支气管扩张
胃肿瘤,腹膜炎
单纯糠疹,皮肤白斑
睾丸淋巴瘤,脑膜转移瘤
亚健康,失眠
睾丸损伤,不孕不育
脑血管痉挛,耳鸣
格子状角膜营养不良,桡神经麻痹
小儿嗜血性流行性感冒杆菌脑膜炎,脑积水
小儿嗜血性流行性感冒杆菌脑膜炎, 颅内高压综合征
小儿嗜血性流行性感冒杆菌脑膜炎, 脑脓肿
小儿嗜血性流行性感冒杆菌脑膜炎, 感染性休克
小儿嗜血性流行性感冒杆菌脑膜炎, 静脉炎
小儿嗜血性流行性感冒杆菌脑膜炎, 耳聋
维生素D缺乏性手足抽搐症,喉痉挛
工业中毒所致的精神障碍,睡眠障碍
小儿手-心畸形综合征,血管瘤
红皮病,脾大
红皮病, 淋巴瘤
红皮病, 肺炎
红皮病, 败血症
红皮病, 十二指肠溃疡
红皮病, 肾盂肾炎
红皮病, 血栓形成
红皮病, 心肌炎
弓形体病性巩膜炎,视神经萎缩
小儿输尿管脱垂,尿毒症
灰指甲,甲癣
肱二头肌长头腱鞘炎,肩周炎
小儿双唇综合征,感染性休克
输卵管囊肿,宫外孕
小儿水杨酸盐类中毒,哮喘
脑血管硬化,痴呆
肱骨头骨折,粉碎性骨折
肌注硬结感染,心肌炎
小儿松果体区肿瘤,癫痫
激素依赖性皮炎,肥胖症
激素依赖性皮炎, 心血管疾病
无肌病性皮肌炎,恶性肿瘤
小儿髓母细胞瘤,脑积水
宫颈浸润癌,子宫内膜癌
急性蜂窝组织炎,浅部急性淋巴结炎和淋巴管炎
小儿锁骨颅骨发育不全综合征,骨折
人禽流行性感冒,肺炎
宫颈上皮内瘤变,宫颈浸润癌
肾上腺肿瘤,高血压
小儿唐氏综合征,先天性心脏病
宫腔积脓,阴道炎
小儿糖尿病,糖尿病肾病
甲营养不良,肝病
钩端螺旋体病神经系统表现,肾功能衰竭
脚气,癣菌疹
小儿糖尿病肾病,尿毒症
疱疹样天疱疮,红斑型天疱疮
结节性红斑,麻风
结节性红斑, 溃疡性结肠炎
结节性红斑, 淋巴瘤
结节性红斑, 白血病
结节性红斑, Behcet病
钩端螺旋体肺炎,脑膜炎
小儿糖吸收不良,电解质紊乱
枸橼酸杆菌肺炎,脓肿
立克次体病,流行性斑疹伤寒
妊娠合并弓形虫病,心肌炎
小儿糖原贮积病Ⅰ型,小儿惊厥
连续性肢端皮炎,手足癣
股动脉损伤,失血性休克
无泪症,泪腺分泌功能减退
小儿糖原贮积病Ⅱ型,呼吸衰竭
股骨转子下骨折,骨折
小儿糖原贮积病Ⅲ型,低血糖
股神经卡压综合征,躯体感觉障碍
人蠕形螨病,表皮囊肿
小儿糖原贮积病Ⅳ型,黄疸
小儿糖原贮积病Ⅴ型,急性肾功能衰竭
股神经损伤,躯体感觉障碍
色素紫癜性皮炎,瘙痒症
小儿糖原贮积病Ⅵ型,血脂异常
股四头肌肌腱断裂,膝关节损伤
脑源性晕厥,尿失禁
手足皲裂,皲裂疮
